1,0.58000004
1,-1.22
1,0.31
2,-0.16000009
5,-1.8999999
5,0.16000003
5,0.25
6,-0.15999997
7,-0.9499999
11,0.23000002
11,0.94000006
12,-2.55
12,0.9
12,1.5400001
13,2.78
13,0.03
14,-0.45000002
15,-1.14
15,-1.1600001
25,0.46000004
25,1.63
27,-1.33
30,-3.13
43,1.28
45,-0.97000015
60,1.27
60,-0.66999996
65,3.82
104,-5.21
125,-0.6299999
161,-0.71000004
228,-1.7900001
311,-1.5600001
748,-1.4200001
1018,-0.30999994
1263,0.6299999
1668,-0.7700001
2224,-3.6999998
4507,1.4200001
5906,-3.94
8350,-2.02
12393,5.1600003
18012,0.47000027
43505,4.01
53938,0.14000005
68572,1.3500001
85570,2.4299998
102900,-1.11
163955,-0.8399999
188461,-0.13999999
215391,-3.08
245108,-3.9299998
277426,-2.18
369057,-2.7099998
399394,1.34
431214,2.5900002
465913,-3.11
584018,3.0000002
610709,2.28
640742,2.4
672355,0.07000017
703864,-0.38
784991,2.07
810505,-3.0
839336,-1.45
873112,1.0
909853,-0.35
994193,-1.44
1018846,-2.23
1045401,3.4
1075758,3.48
1109728,-3.3600001
1187304,2.75
1211011,-1.7
1235519,2.47
1263995,0.96999997
1291643,0.16
1354449,0.93000007
1376749,-1.72
1397894,-0.120000005
1424856,2.33
1451093,-0.26
1515593,0.78000003
1536570,5.96
1559640,1.63
1585373,-2.21
1609172,-0.120000005
1689467,-1.08
1708211,1.4200001
1730723,0.71999997
1755271,1.23
1821199,0.52
1841990,-0.060000002
1861977,0.77
1883593,-0.120000005
1912302,2.39
1971641,-0.44
1990446,3.03
2013298,0.42000002
2036500,-1.01
2061993,0.13999987
2126574,2.0900002
2151459,-0.050000012
2177114,0.44
2205173,0.72
2236009,-0.92
2324879,0.50000006
2359939,2.78
2396928,-1.28
2438101,0.59000003
2483629,-1.89
2604932,-0.83000004
2653321,2.28
2703296,4.1800003
2758855,-0.01999998
2958098,4.92
3012182,-9.09
3071637,4.7200003
3131526,0.44000006
3199753,-1.25
3379846,-3.1399999
3445448,-2.27
3513790,-2.12
3589477,0.86
3660400,-0.3399999
3845014,6.92
3910291,-3.5
3980030,-0.87
4050036,-2.59
4123561,2.47
4303735,-0.49
4366851,-1.97
4433633,0.74
4502581,0.71999997
4571669,-2.26
4726775,-1.69
4780324,-0.31999993
4834047,2.44
4891561,0.78999996
4952718,-2.05
5103611,-1.96
5156968,0.76
5211246,0.65999997
5265307,-1.1800001
5324784,-1.15
5455187,-0.64
5498420,4.2000003
5541433,0.05000007
5587475,1.89
5636491,-1.14
5754254,0.62
5793385,1.6899999
5838532,2.33
5884366,-5.6800003
5930930,-0.120000005
6045455,0.23000002
6089504,-4.26
6121948,1.9199998
6168342,-1.8899999
6220446,0.13
6346806,2.28
6380138,2.19
6418198,-1.6700001
6465766,-2.6200001
6575100,-3.08
6614317,1.27
6653585,-1.6500001
6698895,-0.95
6747782,-1.69
6880899,1.44
6918290,2.2400002
6959841,-1.6899998
7005043,0.7
7059624,0.77000004
7176979,0.73
7220676,-0.88
7262734,-1.59
7309152,-1.21
7362732,0.37999994
7507956,1.34
7550841,-1.18
7603856,2.2
7660231,-0.96000004
7719190,1.6000001
7863637,1.92
7917996,-1.77
7977889,-0.7400001
8043229,0.40999997
8113706,-2.22
8279780,-1.3199999
8340387,-0.00999999
8404616,-1.25
8479704,0.02000001
8564812,0.5
8777723,0.74
